,home_team_goal,away_team_goal,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,away-wins,away-draws,away-losses,away-goals,away-opposition-goals
2224,0,0,2.2,3.3,3.5,3,1,6,8,15,4,1,5,10,12
2225,2,3,7.0,4.0,1.53,1,4,5,9,11,7,1,2,28,11
2226,1,0,2.38,3.25,3.2,4,2,4,9,12,3,1,6,9,17
2227,1,0,2.1,3.1,3.8,2,5,3,14,16,2,3,5,12,16
2228,3,1,1.36,4.5,10.0,5,3,2,15,7,4,3,3,17,11
2229,1,0,1.73,3.3,5.5,3,2,5,14,15,2,3,5,5,10
2230,1,0,2.2,3.0,3.6,4,1,5,10,13,4,2,4,8,11
2231,3,0,1.83,3.75,4.0,5,3,2,16,10,7,0,3,27,13
2232,2,1,1.4,4.5,8.0,4,2,4,18,14,2,2,6,10,19
2233,1,1,2.9,3.3,2.4,2,3,5,11,19,6,2,2,20,9
2234,0,1,2.7,3.25,2.6,4,3,3,14,15,3,4,3,12,13
2235,0,4,3.0,3.0,2.5,7,1,2,21,8,4,4,2,17,12
2236,2,0,1.6,3.75,6.0,3,4,3,10,15,3,3,4,9,12
2237,2,1,1.2,6.0,17.0,6,1,3,22,11,3,2,5,10,18
2238,1,3,8.0,4.0,1.44,1,4,5,5,12,8,2,0,24,4
2239,0,0,2.63,3.0,2.88,3,5,2,10,8,2,3,5,9,13
2240,1,2,2.0,3.25,4.0,5,2,3,15,11,2,2,6,10,13
2241,0,0,2.1,3.3,3.5,3,3,4,11,13,3,3,4,17,16
2242,2,1,1.67,3.6,5.5,3,4,3,9,12,3,2,5,7,18
2243,4,1,1.14,7.5,19.0,9,1,0,23,8,2,2,6,5,18
2244,3,2,1.25,5.5,13.0,5,0,5,17,21,4,3,3,11,10
2245,1,1,2.1,3.25,3.3,9,1,0,22,4,6,4,0,20,6
2246,1,1,1.75,3.5,4.33,2,3,5,10,16,2,2,6,10,14
2247,2,3,3.0,3.25,2.25,4,1,5,16,17,4,1,5,16,16
2248,2,0,1.73,3.6,5.25,3,4,3,14,15,5,1,4,10,10
2249,2,1,1.73,3.6,5.25,4,3,3,16,13,2,1,7,6,19
2250,0,1,6.5,3.8,1.57,2,1,7,5,15,6,0,4,15,13
2251,0,0,2.15,3.2,3.5,7,2,1,19,9,10,0,0,25,8
2252,3,0,1.83,3.3,4.75,4,3,3,13,9,2,3,5,10,14
2253,0,1,1.57,3.75,6.5,2,6,2,11,9,2,2,6,10,18
2254,3,1,1.36,4.75,8.5,5,2,3,18,14,2,2,6,6,14
2255,2,3,3.4,3.4,2.1,5,2,3,10,10,4,1,5,19,17
2256,0,1,2.4,3.0,3.2,1,4,5,10,16,6,2,2,20,14
2257,1,3,2.0,3.2,4.0,3,3,4,15,21,4,1,5,11,14
2258,1,2,3.0,3.0,2.5,1,5,4,10,14,4,0,6,8,14
2259,1,0,1.8,3.4,4.75,6,2,2,15,10,5,3,2,20,13
2260,1,3,3.1,3.1,2.38,5,2,3,22,23,3,6,1,19,14
2261,3,1,2.1,3.2,3.6,3,4,3,20,17,7,2,1,25,11
2262,1,1,2.4,3.3,2.9,6,2,2,21,10,5,3,2,15,8
2263,2,0,2.2,3.4,3.2,3,1,6,8,16,2,4,4,9,15
2264,0,2,4.33,3.6,1.8,4,3,3,10,10,7,3,0,27,11
2265,0,3,6.5,4.0,1.53,3,3,4,11,13,5,2,3,22,17
2266,3,1,1.5,3.75,7.5,5,4,1,16,7,3,2,5,9,15
2267,0,2,6.0,3.4,1.67,4,3,3,10,10,7,2,1,17,9
2268,0,0,2.2,3.2,3.4,3,2,5,6,8,5,2,3,8,8
2269,0,1,5.5,3.75,1.62,3,4,3,14,13,6,3,1,20,7
2270,1,0,2.1,3.3,3.5,4,1,5,10,14,8,1,1,21,4
2271,1,1,2.88,3.2,2.5,4,2,4,13,14,5,2,3,16,17
2272,2,0,2.25,3.3,3.2,6,1,3,20,14,5,1,4,12,13
2273,0,0,2.1,3.3,3.5,5,0,5,12,15,0,4,6,4,12
2274,1,4,2.15,3.3,3.4,4,1,5,15,13,3,2,5,12,14
2275,3,0,3.4,3.4,2.1,3,3,4,10,13,8,0,2,24,14
2276,8,1,1.22,5.5,15.0,6,2,2,20,12,1,2,7,6,18
2277,3,0,1.17,8.0,13.0,5,3,2,21,11,3,1,6,11,20
2278,3,0,1.67,3.5,5.75,2,4,4,8,10,1,3,6,6,15
2279,3,0,1.36,4.75,8.5,5,5,0,20,7,5,0,5,17,16
2280,0,2,1.67,3.75,5.0,4,4,2,17,10,3,3,4,12,17
2281,0,4,1.91,3.5,4.0,5,2,3,14,10,4,1,5,18,19
2282,5,1,1.29,5.25,11.0,6,2,2,19,10,1,1,8,9,23
2283,4,1,1.75,3.5,5.0,3,1,6,8,16,1,2,7,7,17
2284,1,3,3.1,3.4,2.3,7,1,2,18,13,8,1,1,20,5
2285,4,2,2.88,3.25,2.5,7,0,3,16,11,6,2,2,29,14
2286,2,3,2.6,3.2,2.8,1,1,8,4,16,0,4,6,7,13
2287,1,2,9.0,4.5,1.4,5,1,4,9,11,9,1,0,23,6
2288,1,0,2.3,3.25,3.25,2,1,7,6,17,3,2,5,8,12
2289,1,0,1.29,5.0,12.0,9,1,0,24,8,1,3,6,4,11
2290,1,2,4.2,3.25,1.91,1,3,6,10,17,6,3,1,17,8
2291,1,0,1.75,3.4,5.0,2,3,5,9,15,5,1,4,11,12
2292,1,0,1.36,4.5,9.0,6,3,1,18,7,3,5,2,14,14
2293,0,0,2.4,3.0,3.2,3,3,4,16,13,2,6,2,11,9
2294,3,1,1.83,3.5,4.33,5,2,3,19,14,5,3,2,18,11
2295,1,5,4.2,3.5,1.85,5,3,2,19,10,5,3,2,18,10
2296,2,3,2.0,3.5,3.6,6,0,4,25,15,5,2,3,19,13
2297,3,0,1.57,3.8,6.0,4,3,3,11,11,2,2,6,11,19
2298,0,2,4.0,3.2,2.0,5,0,5,10,13,4,5,1,19,12
2299,3,0,1.22,6.0,12.0,7,3,0,27,11,2,4,4,12,18
2300,0,1,2.0,3.4,3.75,2,3,5,8,16,3,3,4,9,12
2301,3,2,1.5,4.0,7.0,5,3,2,15,8,4,3,3,12,15
2302,2,1,6.25,4.0,1.53,3,3,4,19,17,6,1,3,20,11
2303,4,1,1.22,6.0,13.0,8,2,0,24,4,3,3,4,6,7
2304,2,0,2.8,2.88,2.8,5,3,2,8,5,4,3,3,12,13
2305,1,1,1.25,5.5,13.0,6,3,1,17,7,4,3,3,9,11
2306,0,0,6.0,3.8,1.57,3,3,4,16,15,9,1,0,25,8
2307,0,3,6.0,3.8,1.57,7,1,2,18,4,5,0,5,19,23
2308,0,2,6.5,4.2,1.5,4,2,4,15,11,5,3,2,23,11
2309,1,1,1.44,4.33,7.0,8,0,2,22,13,3,1,6,14,17
2310,1,1,1.83,3.5,4.33,5,1,4,19,17,1,4,5,8,17
2311,2,1,1.85,3.4,4.33,2,3,5,10,13,3,1,6,10,17
2312,2,1,2.6,3.2,2.8,5,1,4,10,11,4,3,3,14,14
2313,2,0,2.2,3.1,3.5,5,1,4,9,10,2,4,4,7,14
2314,2,0,2.9,3.0,2.6,3,2,5,5,11,4,3,3,13,9
2315,1,0,1.75,3.4,5.0,4,4,2,15,13,3,2,5,13,14
2316,0,0,1.36,4.75,8.5,5,1,4,21,17,4,3,3,13,14
2317,1,2,3.5,3.3,2.1,2,2,6,7,14,3,2,5,10,10
2318,0,1,2.38,3.1,3.1,1,4,5,9,15,4,3,3,21,16
2319,0,2,2.4,3.0,3.2,3,4,3,12,14,1,4,5,8,13
2320,1,0,1.6,3.6,6.25,6,2,2,14,9,2,3,5,15,24
2321,4,1,2.05,3.2,3.8,6,2,2,20,14,3,2,5,12,13
2322,1,2,4.0,3.2,2.0,4,1,5,12,15,4,2,4,21,25
2323,4,2,1.67,3.5,5.5,7,2,1,26,13,2,0,8,13,20
2324,6,0,1.33,5.0,9.0,5,2,3,23,16,4,1,5,10,14
2325,2,2,2.25,3.25,3.25,5,1,4,19,17,1,6,3,13,14
2326,2,3,5.0,3.6,1.7,2,2,6,9,20,6,3,1,21,9
2327,1,0,1.29,5.25,11.0,7,2,1,18,9,3,5,2,10,8
2328,0,4,7.0,4.0,1.5,3,2,5,10,17,6,2,2,26,12
2329,1,2,2.9,2.9,2.7,1,4,5,8,14,5,4,1,16,8
2330,2,0,3.75,3.4,2.0,2,2,6,6,18,3,3,4,12,12
2331,1,0,1.83,3.5,4.33,4,3,3,12,10,4,3,3,13,12
2332,1,1,1.57,3.8,6.0,5,3,2,17,15,7,1,2,21,12
2333,2,4,3.4,3.4,2.1,0,5,5,4,11,6,1,3,18,13
2334,1,0,2.38,3.25,3.0,3,1,6,11,21,4,1,5,9,15
2335,0,0,3.1,3.3,2.3,3,2,5,8,16,3,3,4,10,12
2336,1,0,1.73,3.5,4.33,1,5,4,7,10,5,2,3,15,10
2337,1,2,1.7,3.6,5.0,1,5,4,8,14,5,2,3,13,11
2338,1,2,2.25,3.4,3.1,3,2,5,11,11,6,0,4,27,16
2339,2,1,2.8,3.25,2.38,2,2,6,11,16,4,3,3,8,9
2340,3,1,2.8,3.1,2.6,2,3,5,6,11,3,3,4,10,9
2341,1,2,2.25,3.3,2.88,5,1,4,21,16,3,3,4,12,13
2342,1,3,5.0,3.4,1.67,3,1,6,11,18,5,5,0,20,7
2343,3,2,1.5,3.75,6.0,5,0,5,17,18,0,1,9,9,28
2344,4,0,1.25,5.5,13.0,5,2,3,27,17,3,1,6,7,15
2345,2,3,6.5,4.0,1.53,3,2,5,8,12,8,0,2,27,9
2346,2,0,1.4,4.2,10.0,5,3,2,12,9,1,1,8,6,17
2347,1,1,2.1,3.25,3.75,1,4,5,7,11,4,1,5,9,13
2348,0,4,3.6,3.0,2.2,0,3,7,3,12,5,4,1,14,10
2349,3,1,2.2,3.0,3.6,3,4,3,13,14,2,4,4,14,13
2350,1,3,2.63,2.8,3.1,1,4,5,4,15,3,2,5,6,11
2351,1,1,2.0,3.1,4.2,3,2,5,12,12,5,1,4,9,9
2352,2,5,1.85,3.2,4.75,5,0,5,10,12,3,2,5,11,16
2353,0,2,1.44,4.33,7.0,4,3,3,17,14,2,2,6,7,14
2354,1,1,2.88,3.3,2.4,3,4,3,11,13,4,3,3,18,15
2355,2,4,3.0,3.4,2.3,4,2,4,11,16,5,3,2,14,10
2356,0,0,2.0,3.3,3.75,3,1,6,13,17,7,2,1,28,15
2357,2,0,2.5,3.25,2.6,2,4,4,10,17,4,1,5,10,19
2358,0,1,1.33,4.2,9.0,5,1,4,20,13,1,6,3,14,15
2359,1,1,2.0,3.25,3.5,3,2,5,9,11,3,3,4,8,11
2360,1,0,3.3,3.2,2.1,6,3,1,17,8,8,2,0,25,5
2361,1,1,2.1,3.2,3.25,3,4,3,9,8,6,3,1,10,4
2362,0,0,7.0,4.33,1.44,4,2,4,12,11,8,2,0,22,7
2363,0,0,2.25,3.3,3.2,3,2,5,8,17,3,3,4,8,13
2364,1,0,1.8,3.5,4.5,2,4,4,9,12,3,2,5,11,12
2365,0,1,1.91,3.4,4.0,3,4,3,9,12,3,4,3,15,12
2366,2,3,1.95,3.4,3.8,5,3,2,12,8,7,0,3,18,7
2367,0,2,3.25,3.25,2.25,2,3,5,9,14,5,1,4,15,15
2368,5,2,1.33,5.0,8.5,5,3,2,23,11,7,1,2,21,13
2369,1,2,2.05,3.3,3.6,3,3,4,11,13,3,2,5,13,15
2370,1,1,1.57,3.6,5.5,7,2,1,22,7,7,1,2,22,9
2371,1,4,4.0,3.4,1.8,2,1,7,8,17,4,2,4,17,16
2372,4,3,1.57,4.0,6.0,8,1,1,18,4,8,0,2,19,10
2373,3,0,1.8,3.3,5.0,4,2,4,12,13,3,2,5,9,11
2374,3,0,1.5,4.0,7.0,10,0,0,25,7,6,1,3,18,16
2375,1,1,2.88,3.1,2.55,4,2,4,13,11,7,2,1,19,7
2376,2,0,1.75,3.4,5.0,2,6,2,10,8,1,3,6,11,18
2377,0,0,2.3,3.5,2.9,6,2,2,22,14,4,2,4,18,15
2378,1,1,3.6,3.6,1.95,2,4,4,10,17,6,2,2,22,13
2379,1,2,6.0,3.6,1.62,2,3,5,14,23,5,3,2,20,10
2380,1,1,2.9,3.1,2.5,2,0,8,14,22,4,0,6,6,13
2381,3,1,2.9,3.1,2.5,2,4,4,10,12,6,2,2,21,13
2382,1,0,1.33,4.75,10.0,5,2,3,18,12,3,4,3,11,12
2383,3,1,1.95,3.4,3.8,5,2,3,21,22,6,2,2,13,8
2384,4,1,1.67,3.4,6.0,4,3,3,19,15,3,1,6,9,16
2385,0,2,3.25,3.25,2.1,1,3,6,7,17,5,3,2,14,8
2386,1,3,2.7,3.25,2.4,6,3,1,19,10,7,3,0,28,11
2387,0,1,2.38,3.25,2.75,4,3,3,20,16,4,3,3,14,17
2388,1,1,2.1,3.1,3.4,2,3,5,9,14,2,2,6,8,20
2389,0,1,1.8,3.2,4.33,1,3,6,5,15,1,2,7,6,25
2390,2,1,2.38,3.0,3.0,3,3,4,10,14,1,3,6,8,15
2391,2,1,1.33,5.0,8.5,6,3,1,17,7,2,4,4,7,9
2392,3,2,2.63,3.25,2.63,5,1,4,9,11,5,4,1,18,14
2393,2,2,1.29,5.25,10.0,6,1,3,19,13,4,1,5,10,18
2394,1,0,2.5,3.25,2.8,4,1,5,9,14,3,2,5,14,13
2395,2,0,1.44,4.2,7.5,6,1,3,16,12,7,1,2,23,12
2396,1,4,10.0,5.0,1.3,4,2,4,15,15,5,3,2,27,13
2397,3,1,1.5,3.8,6.0,5,2,3,21,15,3,4,3,12,11
2398,1,1,1.33,4.5,8.0,5,5,0,19,7,4,1,5,18,17
2399,1,2,1.91,3.3,3.75,5,2,3,14,12,6,0,4,19,16
2400,1,2,1.4,4.0,7.5,6,2,2,20,9,2,1,7,9,20
2401,1,2,2.6,3.25,2.5,0,1,9,10,28,2,1,7,11,21
2402,1,0,1.8,3.4,4.2,3,3,4,12,14,4,3,3,12,11
2403,0,0,1.8,3.4,4.75,1,3,6,10,19,1,1,8,13,23
2404,2,0,2.1,3.1,3.75,6,2,2,13,8,5,3,2,23,14
2405,3,1,1.4,4.2,8.5,6,2,2,21,10,3,2,5,13,15
2406,3,3,2.8,3.25,2.55,3,3,4,14,13,5,2,3,21,21
2407,0,0,2.4,3.1,3.1,3,1,6,10,18,2,4,4,11,13
2408,1,0,3.25,3.1,2.3,6,3,1,25,14,5,2,3,14,11
2409,2,1,2.0,3.4,3.75,7,0,3,20,9,3,2,5,11,14
2410,0,2,5.5,3.8,1.6,5,3,2,20,17,5,0,5,24,23
2411,1,2,2.15,3.3,3.4,1,4,5,8,14,2,3,5,8,14
2412,3,1,3.0,3.3,2.35,3,2,5,14,13,5,2,3,18,14
2413,2,2,1.44,4.33,7.0,6,1,3,20,18,4,1,5,8,13
2414,2,2,3.4,3.2,2.2,6,2,2,22,15,6,4,0,20,8
2415,1,1,1.36,4.2,8.0,2,4,4,11,15,0,1,9,10,27
2416,3,1,2.75,3.25,2.38,3,4,3,13,13,5,2,3,19,10
2417,4,1,2.2,3.25,3.0,2,1,7,10,22,5,2,3,14,12
2418,0,2,4.5,3.5,1.7,4,2,4,10,10,5,5,0,20,8
2419,6,1,1.14,7.5,23.0,8,0,2,27,10,1,2,7,7,18
2420,3,1,10.0,5.0,1.33,3,0,7,7,19,10,0,0,27,7
2421,0,2,8.5,4.5,1.4,4,2,4,10,13,8,1,1,20,7
2422,0,1,4.2,3.4,1.91,1,0,9,6,19,5,1,4,15,13
2423,0,1,6.5,4.0,1.53,5,0,5,10,13,6,1,3,27,13
2424,2,1,3.1,3.25,2.38,3,2,5,9,13,6,2,2,13,8
2425,2,0,1.67,3.4,6.0,4,2,4,9,10,0,2,8,3,16
2426,1,1,3.2,3.0,2.4,3,4,3,13,14,4,3,3,14,11
2427,2,1,1.44,4.0,8.5,7,3,0,20,6,3,5,2,10,6
2428,1,2,1.8,3.1,4.6,4,2,4,9,11,3,2,5,13,13
2429,2,1,2.0,3.2,4.0,2,3,5,15,16,5,0,5,12,14
2430,3,2,4.75,3.3,1.8,3,2,5,14,18,7,2,1,19,8
2431,1,0,3.1,3.4,2.25,6,2,2,22,13,6,3,1,23,10
2432,0,1,2.5,3.25,2.8,3,4,3,17,16,3,2,5,11,11
2433,4,2,1.36,4.75,8.5,6,0,4,25,17,2,5,3,10,14
2434,0,3,2.9,3.3,2.4,2,5,3,11,16,4,2,4,15,14
2435,0,1,3.6,3.5,2.0,2,2,6,8,14,5,3,2,20,13
2436,1,0,3.8,3.3,2.0,5,2,3,20,13,7,2,1,24,10
2437,3,1,1.17,6.5,13.0,7,3,0,25,10,3,1,6,10,14
2438,1,0,3.4,3.3,2.0,5,3,2,15,15,5,1,4,19,12
2439,0,1,2.5,3.0,2.8,2,2,6,7,21,2,5,3,8,9
2440,5,0,1.25,5.0,11.0,7,2,1,28,12,3,3,4,9,11
2441,1,0,1.83,3.25,4.2,7,2,1,22,6,7,2,1,17,9
2442,1,2,1.62,3.4,5.5,1,2,7,8,16,0,3,7,4,16
2443,0,0,1.91,3.1,4.0,5,4,1,9,4,2,4,4,10,12
2444,2,1,1.53,3.8,6.5,2,3,5,8,11,3,2,5,7,16
2445,0,0,1.33,5.0,9.0,7,3,0,19,5,3,4,3,10,10
2446,0,0,2.4,3.25,2.9,3,3,4,8,13,4,2,4,12,11
2447,0,2,8.5,4.75,1.36,2,2,6,9,13,6,3,1,17,8
2448,1,3,2.2,3.25,3.3,4,4,2,16,10,4,2,4,12,10
2449,0,4,2.9,3.3,2.4,5,1,4,10,12,7,1,2,18,8
2450,2,2,1.91,3.4,4.0,4,2,4,17,16,6,2,2,21,15
2451,0,2,11.0,5.0,1.29,2,2,6,9,14,5,3,2,27,14
2452,1,0,1.29,4.5,10.0,6,3,1,19,8,4,3,3,12,11
2453,1,0,1.7,3.4,5.5,9,1,0,21,6,5,4,1,17,10
2454,1,1,1.62,3.6,6.0,3,4,3,9,11,1,3,6,5,18
2455,5,1,1.5,4.0,7.0,6,3,1,18,8,3,1,6,9,17
2456,1,1,4.33,3.25,1.91,1,2,7,12,21,5,3,2,23,20
2457,1,1,2.2,3.2,3.4,2,5,3,10,11,0,4,6,9,19
2458,1,1,1.22,6.0,13.0,6,4,0,20,8,3,4,3,10,9
2459,1,1,2.1,3.2,3.6,3,1,6,7,15,3,4,3,17,13
2460,2,1,1.67,3.4,6.0,2,2,6,13,18,3,2,5,10,17
2461,2,0,2.25,3.2,3.3,6,3,1,24,13,6,3,1,24,15
2462,3,0,1.2,5.5,11.0,6,2,2,24,10,4,2,4,17,14
2463,0,2,2.38,3.2,2.8,3,4,3,9,9,1,3,6,6,17
2464,0,2,1.57,3.5,6.0,2,5,3,13,13,2,3,5,6,12
2465,0,2,3.0,3.2,2.25,4,1,5,10,17,5,3,2,19,13
2466,1,0,1.91,3.3,3.6,3,3,4,8,11,4,2,4,19,17
2467,1,0,2.4,3.3,2.9,4,3,3,14,11,4,3,3,18,18
2468,3,0,1.85,3.4,4.2,6,1,3,21,14,1,4,5,9,14
2469,1,0,1.91,3.4,4.0,3,3,4,8,12,4,3,3,13,16
2470,2,2,2.25,3.25,3.2,4,2,4,10,13,3,2,5,11,18
2471,1,0,2.1,3.3,3.4,3,2,5,18,18,6,0,4,19,16
2472,3,1,1.44,4.33,7.5,7,0,3,18,12,3,1,6,9,14
2473,1,1,2.38,3.25,2.75,2,4,4,12,14,5,3,2,14,14
2474,2,0,1.5,4.0,7.0,4,2,4,12,10,2,4,4,10,18
2475,2,0,1.73,3.75,4.5,3,2,5,13,17,3,3,4,9,11
2476,2,4,2.5,3.0,3.0,2,4,4,9,11,1,2,7,7,15
2477,3,3,1.85,3.5,4.2,4,2,4,12,16,3,2,5,9,12
2478,2,0,1.91,3.3,4.2,6,0,4,18,14,2,1,7,11,21
2479,3,2,3.1,3.4,2.25,0,2,8,11,27,4,2,4,18,16
2480,3,1,1.73,3.5,5.0,3,3,4,9,11,2,1,7,10,21
2481,2,2,1.2,6.5,15.0,8,1,1,20,7,4,1,5,17,17
2482,2,2,3.8,3.6,1.95,2,4,4,9,11,6,1,3,20,14
2483,2,1,2.88,3.3,2.5,1,2,7,8,23,4,0,6,9,17
2484,3,2,2.3,3.0,3.4,1,4,5,6,17,4,2,4,16,18
2485,1,1,1.57,3.5,7.0,3,4,3,14,12,3,2,5,15,15
2486,0,1,1.62,3.5,6.0,4,4,2,16,11,4,2,4,9,10
2487,3,1,4.0,3.2,2.0,3,2,5,11,12,9,1,0,20,5
2488,1,0,1.91,3.1,4.6,4,0,6,10,16,2,3,5,13,16
2489,0,0,1.22,6.5,11.0,5,3,2,20,10,2,2,6,8,13
2490,1,1,4.2,3.6,1.83,3,2,5,12,18,7,0,3,28,15
2491,0,1,2.9,3.3,2.38,3,2,5,11,21,2,4,4,13,17
2492,2,1,1.44,4.2,7.5,6,2,2,22,11,6,3,1,23,13
2493,1,1,2.5,3.3,2.8,3,0,7,11,17,2,5,3,11,12
2494,1,0,1.44,4.0,6.5,5,0,5,18,12,3,1,6,7,17
2495,1,1,2.5,3.4,2.5,4,2,4,15,14,4,2,4,9,11
2496,2,0,1.3,5.0,10.0,7,2,1,17,7,2,2,6,7,20
2497,3,2,2.5,3.0,3.0,1,3,6,6,16,4,5,1,8,4
2498,1,0,1.73,3.6,5.0,4,4,2,16,11,2,4,4,6,12
2499,1,1,2.3,3.3,3.1,5,2,3,14,9,3,3,4,10,14
2500,2,1,3.1,3.3,2.3,2,2,6,8,13,3,3,4,10,10
2501,1,1,2.6,3.3,2.63,4,3,3,11,9,3,5,2,9,7
2502,1,0,1.08,10.0,26.0,6,2,2,27,12,3,3,4,10,14
2503,4,2,2.5,3.25,2.6,6,2,2,22,13,7,2,1,19,7
2504,1,0,1.5,3.75,6.5,5,5,0,20,8,2,5,3,12,15
2505,2,2,2.2,3.25,3.4,3,1,6,10,16,4,0,6,9,14
2506,1,1,1.57,4.0,6.0,6,1,3,15,11,4,2,4,10,14
2507,2,0,2.1,3.3,3.6,9,0,1,25,9,8,0,2,30,11
2508,6,2,1.2,6.5,15.0,6,1,3,26,13,3,2,5,9,14
2509,1,2,1.53,3.75,7.0,6,2,2,19,11,4,2,4,10,10
2510,0,1,1.85,3.2,4.75,3,4,3,11,8,3,4,3,12,13
2511,0,2,2.5,3.4,2.7,4,2,4,14,13,4,3,3,19,14
2512,1,3,5.0,3.75,1.67,2,1,7,8,22,7,2,1,23,11
2513,1,1,3.5,3.0,2.25,0,5,5,10,17,3,3,4,9,12
2514,1,3,3.0,3.2,2.4,3,5,2,10,8,5,3,2,21,16
2515,1,2,2.1,3.1,3.75,3,2,5,12,17,2,5,3,11,12
2516,0,0,1.85,3.3,4.5,6,2,2,11,7,3,2,5,8,14
2517,2,0,3.8,3.3,2.0,2,5,3,13,13,6,4,0,19,7
2518,2,1,1.7,3.4,5.5,5,3,2,24,21,3,2,5,14,17
2519,2,2,7.0,3.8,1.44,3,2,5,11,19,7,1,2,26,9
2520,0,0,4.2,3.3,1.8,5,4,1,14,9,7,3,0,26,11
2521,1,3,5.5,3.6,1.57,3,3,4,8,10,7,2,1,17,7
2522,0,0,1.3,4.5,8.5,6,2,2,15,9,2,2,6,8,20
2523,2,1,2.4,3.25,2.9,6,4,0,17,5,6,3,1,16,7
2524,0,0,1.73,3.6,4.75,3,3,4,16,18,6,1,3,17,10
2525,2,1,3.75,3.5,1.95,8,1,1,20,4,5,0,5,22,19
2526,2,2,2.4,3.3,2.88,1,3,6,9,17,4,1,5,8,15
2527,4,1,2.45,3.3,2.8,4,3,3,12,14,6,1,3,20,12
2528,2,1,2.05,3.3,3.6,4,2,4,14,12,4,2,4,9,12
2529,0,1,3.4,3.4,2.1,3,3,4,12,18,4,2,4,17,16
2530,1,1,2.75,3.25,2.63,6,1,3,13,9,7,0,3,19,12
2531,2,0,2.25,3.0,3.1,4,2,4,11,14,3,3,4,10,10
2532,1,3,7.0,3.7,1.44,3,4,3,8,8,7,2,1,30,10
2533,0,1,2.5,3.0,2.8,2,3,5,7,18,4,2,4,11,13
2534,2,0,1.29,5.0,9.0,6,2,2,18,10,3,3,4,13,18
2535,4,0,1.91,3.3,3.8,4,3,3,16,15,4,3,3,12,11
2536,1,1,2.1,3.2,3.3,2,1,7,11,21,3,2,5,18,18
2537,2,0,1.67,3.4,5.0,3,3,4,12,13,1,2,7,13,26
2538,2,0,5.5,3.5,1.6,2,1,7,10,22,5,5,0,20,8
2539,2,1,2.1,3.3,3.6,3,3,4,9,14,2,2,6,11,18
2540,2,1,1.2,5.5,13.0,7,2,1,20,8,2,4,4,11,13
2541,2,1,4.5,3.6,1.8,5,2,3,13,10,9,0,1,23,8
2542,1,0,4.2,3.4,1.91,4,1,5,19,19,7,0,3,27,13
2543,1,2,4.5,3.5,1.83,2,0,8,7,15,6,1,3,22,16
2544,1,0,3.8,3.2,2.05,4,2,4,8,9,8,1,1,18,6
2545,0,0,2.1,3.1,3.75,4,3,3,12,13,4,3,3,15,11
2546,0,2,1.3,5.0,11.0,7,3,0,18,6,5,0,5,11,14
2547,0,3,3.8,3.2,2.05,3,2,5,16,16,6,2,2,19,10
2548,2,0,1.57,3.6,6.5,4,1,5,17,20,0,1,9,5,19
2549,0,0,2.15,3.4,3.25,7,2,1,23,11,7,2,1,23,8
2550,1,2,2.5,3.3,2.75,3,2,5,12,14,5,2,3,13,8
2551,2,0,1.83,3.4,4.0,4,3,3,16,14,5,3,2,20,11
2552,2,1,2.2,3.4,3.2,2,4,4,10,15,2,4,4,13,17
2553,0,5,3.25,3.2,2.25,6,2,2,23,16,7,1,2,22,10
2554,1,1,1.73,3.4,5.25,6,3,1,18,8,5,3,2,9,7
2555,1,0,1.3,4.75,9.0,7,3,0,25,10,2,2,6,6,15
2556,4,0,1.17,6.0,15.0,7,2,1,28,7,2,1,7,11,18
2557,3,2,2.0,3.3,3.5,7,2,1,17,8,6,0,4,19,9
2558,4,0,1.95,3.3,3.6,3,1,6,7,17,3,2,5,14,17
2559,1,0,1.91,3.4,4.2,4,3,3,14,10,4,3,3,11,9
2560,1,1,1.5,4.2,6.25,3,3,4,10,14,2,1,7,5,18
2561,1,3,2.4,3.3,2.88,2,3,5,5,12,3,2,5,9,11
2562,1,1,2.3,3.3,3.1,3,5,2,9,7,3,3,4,11,11
2563,0,0,1.25,5.5,12.0,6,3,1,17,8,4,4,2,14,10
2564,1,0,3.6,3.3,2.1,5,2,3,14,10,8,1,1,20,5
2565,4,2,1.17,7.0,15.0,5,0,5,21,15,1,4,5,11,18
2566,0,0,4.75,3.75,1.7,5,2,3,18,13,6,2,2,22,10
2567,1,0,1.7,3.4,4.75,7,2,1,26,13,4,2,4,18,13
2568,1,2,1.85,3.3,4.0,2,5,3,12,13,6,0,4,17,14
2569,1,1,5.0,3.6,1.73,4,0,6,9,17,6,1,3,17,12
2570,4,1,1.91,3.2,4.33,4,3,3,12,12,2,3,5,8,18
2571,1,0,2.6,3.0,2.88,3,3,4,9,7,3,5,2,14,11
2572,2,0,1.57,3.8,6.0,3,4,3,14,14,3,3,4,12,16
2573,2,1,1.33,5.0,8.5,6,1,3,26,16,2,2,6,10,22
2574,2,1,2.4,3.1,3.1,1,4,5,13,18,3,1,6,11,17
2575,1,1,2.4,3.1,3.1,3,3,4,7,11,5,3,2,16,11
2576,2,1,2.1,3.3,3.5,3,3,4,9,12,6,2,2,24,20
2577,2,1,1.55,3.75,6.5,3,1,6,14,18,3,4,3,10,10
2578,1,3,1.67,3.5,5.5,5,3,2,21,14,0,5,5,10,17
2579,2,1,5.0,3.4,1.67,2,3,5,5,13,6,2,2,19,9
